id,type,info,orgs_count,orgs
314815910,way,"{'addr:housenumber': '149', 'addr:street': 'Ладожская улица', 'building': 'apartments', 'building:levels': '10'}",8,"{'type': 'node', 'id': 5486880547, 'lat': 53.2236379, 'lon': 44.8753233, 'tags': {'addr:flats': '192-251', 'entrance': 'staircase', 'ref': '5'}}
{'type': 'node', 'id': 5486880548, 'lat': 53.2238019, 'lon': 44.8753216, 'tags': {'addr:flats': '133-191', 'entrance': 'staircase', 'ref': '4'}}
{'type': 'node', 'id': 5486880549, 'lat': 53.2239842, 'lon': 44.8753197, 'tags': {'addr:flats': '74-132', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 5486880550, 'lat': 53.2241804, 'lon': 44.8753176, 'tags': {'addr:flats': '46-73', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 5486880551, 'lat': 53.2242248, 'lon': 44.8751837, 'tags': {'addr:flats': '1-45', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 6376072054, 'lat': 53.2243699, 'lon': 44.8754436, 'tags': {'name': 'Колбасный рай', 'shop': 'butcher'}}
{'type': 'node', 'id': 6376072055, 'lat': 53.2243693, 'lon': 44.875288, 'tags': {'amenity': 'kindergarten', 'name': 'Киндер академия'}}
{'type': 'node', 'id': 6376072056, 'lat': 53.2243685, 'lon': 44.8750761, 'tags': {'name': 'Спецодежда', 'office': 'company'}}"
325334048,way,"{'addr:housenumber': '151', 'addr:street': 'Ладожская улица', 'building': 'apartments', 'building:levels': '10'}",4,"{'type': 'node', 'id': 5445953874, 'lat': 53.2229112, 'lon': 44.8765467, 'tags': {'addr:flats': '1-57', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 6314401975, 'lat': 53.2233998, 'lon': 44.8765352, 'tags': {'addr:flats': '117-175', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 6314401976, 'lat': 53.2231555, 'lon': 44.8765409, 'tags': {'addr:flats': '58-116', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 6314401977, 'lat': 53.223644, 'lon': 44.8765293, 'tags': {'addr:flats': '176-234', 'entrance': 'staircase', 'ref': '4'}}"
379106762,way,"{'addr:housenumber': '153', 'addr:street': 'Ладожская улица', 'building': 'apartments', 'building:levels': '10'}",6,"{'type': 'node', 'id': 6139260187, 'lat': 53.2226618, 'lon': 44.8773048, 'tags': {'addr:flats': '55-108', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 6139260188, 'lat': 53.22241, 'lon': 44.8773024, 'tags': {'addr:flats': '109-162', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 6139260189, 'lat': 53.2221581, 'lon': 44.8772999, 'tags': {'addr:flats': '163-216', 'entrance': 'staircase', 'ref': '4'}}
{'type': 'node', 'id': 6139260190, 'lat': 53.2229137, 'lon': 44.8773073, 'tags': {'addr:flats': '1-54', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 7277365759, 'lat': 53.2224031, 'lon': 44.8775492, 'tags': {'name': 'АМ-Сервис', 'office': 'company'}}
{'type': 'node', 'id': 7821009086, 'lat': 53.2225144, 'lon': 44.8775026, 'tags': {'amenity': 'post_office', 'brand': 'Почта России', 'brand:wikidata': 'Q1502763', 'brand:wikipedia': 'ru:Почта России', 'contact:website': 'https://www.pochta.ru', 'name': 'Пенза 440045', 'opening_hours': 'Mo-Fr 08:00-13:00,14:00-20:00; Sa 09:00-13:00,14:00-18:00', 'operator': 'АО «Почта России»', 'ref': '440045'}}"
479677726,way,"{'addr:housenumber': '147', 'addr:street': 'Ладожская улица', 'building': 'apartments', 'building:levels': '10'}",1,"{'type': 'node', 'id': 9076607222, 'lat': 53.2245256, 'lon': 44.8766559, 'tags': {'contact:phone': '+7 495 2321000', 'contact:website': 'https://www.ozon.ru/', 'name': 'Ozon', 'opening_hours': 'Mo-Su 09:00-21:00', 'shop': 'outpost'}}"
479677728,way,"{'addr:housenumber': '155', 'addr:street': 'Ладожская улица', 'building': 'apartments', 'building:levels': '10'}",2,"{'type': 'node', 'id': 9504212376, 'lat': 53.224251, 'lon': 44.8780051, 'tags': {'contact:email': 'karavan@1is2.ru', 'contact:phone': '+7 800 6002789;+7 841 2250530', 'contact:website': 'https://karavan58.ru/', 'name': 'Караван', 'opening_hours': '24/7', 'shop': 'supermarket'}}
{'type': 'node', 'id': 9645313609, 'lat': 53.2243008, 'lon': 44.8779541, 'tags': {'amenity': 'fast_food', 'contact:phone': '+7 841 2983000', 'contact:website': 'https://pn.avtosushi.ru/', 'name': 'Автосуши Автопицца', 'opening_hours': 'Mo-Su 10:00-23:00'}}"
791503020,way,"{'addr:housenumber': '157', 'addr:street': 'Ладожская улица', 'building': 'apartments', 'building:levels': '10'}",1,"{'type': 'node', 'id': 11007754443, 'lat': 53.2234818, 'lon': 44.8785335, 'tags': {'amenity': 'pharmacy', 'contact:phone': '+7 800 7550003', 'contact:website': 'https://vitaexpress.ru/', 'healthcare': 'pharmacy', 'name': 'Вита Экспресс', 'opening_hours': 'Mo-Su 08:00-21:00'}}"
912528567,way,"{'addr:housenumber': '148', 'addr:street': 'Ладожская улица', 'building': 'yes', 'building:levels': '18'}",1,"{'type': 'node', 'id': 3955510290, 'lat': 53.2222698, 'lon': 44.8734993, 'tags': {'addr:flats': '1-80', 'entrance': 'staircase', 'ref': '1'}}"
1243639641,way,{'building': 'yes'},1,"{'type': 'node', 'id': 11559145210, 'lat': 53.2242574, 'lon': 44.8745853, 'tags': {'brand': 'Пятёрочка', 'brand:wikidata': 'Q1768969', 'brand:wikipedia': 'ru:Пятёрочка', 'contact:phone': '+7 800 5555505', 'contact:website': 'https://5ka.ru', 'name': 'Пятёрочка', 'name:en': 'Pyaterochka', 'name:ru': 'Пятёрочка', 'opening_hours': '08:00-22:00', 'operator': 'ООО ""Агроторг""', 'ref': '32629', 'shop': 'supermarket'}}"
34755006,way,"{'addr:housenumber': '141', 'addr:street': 'Ладожская улица', 'building': 'apartments', 'building:levels': '10'}",5,"{'type': 'node', 'id': 4551016648, 'lat': 53.2208425, 'lon': 44.8784778, 'tags': {'addr:flats': '1-40', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 4551016649, 'lat': 53.2209951, 'lon': 44.8787299, 'tags': {'addr:flats': '41-80', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 4551016650, 'lat': 53.2211476, 'lon': 44.8789819, 'tags': {'addr:flats': '81-120', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 4551016651, 'lat': 53.2213001, 'lon': 44.879234, 'tags': {'addr:flats': '121-160', 'entrance': 'staircase', 'ref': '4'}}
{'type': 'node', 'id': 6376072053, 'lat': 53.2214274, 'lon': 44.8791278, 'tags': {'name': 'Соната', 'note': 'ИП: Сотникова', 'shop': 'hairdresser'}}"
34755032,way,"{'addr:housenumber': '62', 'addr:street': 'улица Лядова', 'building': 'apartments', 'building:levels': '10'}",7,"{'type': 'node', 'id': 4230223616, 'lat': 53.2251588, 'lon': 44.8790777, 'tags': {'name': 'S-Studia', 'shop': 'beauty'}}
{'type': 'node', 'id': 4230223668, 'lat': 53.2252912, 'lon': 44.8791725, 'tags': {'addr:flats': '1-40', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 4230223672, 'lat': 53.2254148, 'lon': 44.8790989, 'tags': {'addr:flats': '41-79', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 4230223680, 'lat': 53.2256316, 'lon': 44.879013, 'tags': {'addr:flats': '80-146', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 4230223687, 'lat': 53.2258901, 'lon': 44.8789087, 'tags': {'addr:flats': '147-185', 'entrance': 'staircase', 'ref': '4'}}
{'type': 'node', 'id': 4230223789, 'lat': 53.2260351, 'lon': 44.8790019, 'tags': {'addr:flats': '186-225', 'entrance': 'staircase', 'ref': '5'}}
{'type': 'node', 'id': 4880537041, 'lat': 53.2253527, 'lon': 44.8789014, 'tags': {'name': 'Красное&Белое', 'opening_hours': 'Mo-Su 09:00-22:00', 'shop': 'convenience'}}"
37072220,way,"{'addr:housenumber': '137', 'addr:street': 'Ладожская улица', 'building': 'apartments', 'building:levels': '10'}",8,"{'type': 'node', 'id': 3899569128, 'lat': 53.2188259, 'lon': 44.8796284, 'tags': {'addr:flats': '281-320', 'entrance': 'staircase', 'ref': '8'}}
{'type': 'node', 'id': 3899569129, 'lat': 53.2188367, 'lon': 44.8781862, 'tags': {'addr:flats': '161-200', 'entrance': 'staircase', 'ref': '5'}}
{'type': 'node', 'id': 3899569130, 'lat': 53.2190237, 'lon': 44.8796292, 'tags': {'addr:flats': '241-280', 'entrance': 'staircase', 'ref': '7'}}
{'type': 'node', 'id': 3899569131, 'lat': 53.2190238, 'lon': 44.878187, 'tags': {'addr:flats': '201-240', 'entrance': 'staircase', 'ref': '6'}}
{'type': 'node', 'id': 3899569132, 'lat': 53.2192647, 'lon': 44.8793769, 'tags': {'addr:flats': '1-40', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 3899569133, 'lat': 53.2192652, 'lon': 44.8790644, 'tags': {'addr:flats': '41-80', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 3899569134, 'lat': 53.2192657, 'lon': 44.8787519, 'tags': {'addr:flats': '81-120', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 3899569135, 'lat': 53.2192662, 'lon': 44.8784395, 'tags': {'addr:flats': '121-160', 'entrance': 'staircase', 'ref': '4'}}"
154535217,way,"{'building': 'retail', 'building:levels': '2', 'height': '6 m', 'name': 'Весна', 'shop': 'mall'}",6,"{'type': 'node', 'id': 2256030823, 'lat': 53.2226069, 'lon': 44.8791306, 'tags': {'amenity': 'atm', 'brand': 'Сбербанк', 'contact:phone': '+7 800 5555550', 'contact:website': 'https://www.sberbank.ru/', 'operator': 'ПАО Сбербанк'}}
{'type': 'node', 'id': 3778153934, 'lat': 53.2223841, 'lon': 44.8797826, 'tags': {'entrance': 'main'}}
{'type': 'node', 'id': 7942406114, 'lat': 53.2224649, 'lon': 44.8796997, 'tags': {'amenity': 'pharmacy', 'brand': 'Вита Экспресс', 'brand:wikidata': 'Q109810737', 'contact:facebook': 'https://www.facebook.com/aptekivita', 'contact:instagram': 'https://www.instagram.com/vita_express/', 'contact:phone': '+7 800 7550003', 'contact:vk': 'https://vk.com/aptekivita', 'contact:website': 'https://vitaexpress.ru/', 'healthcare': 'pharmacy', 'name': 'Вита Экспресс', 'name:en': 'Vita Express', 'name:ru': 'Вита Экспресс', 'opening_hours': 'Mo-Su 08:00-22:00', 'payment:cards': 'yes', 'payment:cash': 'yes', 'payment:credit_cards': 'yes', 'payment:debit_cards': 'yes', 'payment:maestro': 'yes', 'payment:visa': 'yes', 'website': 'https://vitaexpress.ru'}}
{'type': 'node', 'id': 8442832450, 'lat': 53.2224436, 'lon': 44.8787025, 'tags': {'entrance': 'main'}}
{'type': 'node', 'id': 8442832456, 'lat': 53.2227748, 'lon': 44.8792731, 'tags': {'entrance': 'main'}}
{'type': 'node', 'id': 12069407429, 'lat': 53.2224185, 'lon': 44.8790137, 'tags': {'name': 'Магазин моего района', 'shop': 'supermarket'}}"
279545452,way,"{'building': 'garages', 'building:levels': '1'}",1,"{'type': 'node', 'id': 8477164410, 'lat': 53.2219932, 'lon': 44.87252, 'tags': {'height': '40 m', 'man_made': 'tower', 'tower:type': 'communication'}}"
279827917,way,"{'addr:housenumber': '142', 'addr:street': 'Ладожская улица', 'building': 'apartments', 'building:levels': '10'}",4,"{'type': 'node', 'id': 4288680882, 'lat': 53.2246507, 'lon': 44.8735728, 'tags': {'addr:flats': '181-240', 'entrance': 'staircase', 'ref': '4'}}
{'type': 'node', 'id': 4288680884, 'lat': 53.224884, 'lon': 44.8735734, 'tags': {'addr:flats': '121-180', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 4288680886, 'lat': 53.2251173, 'lon': 44.8735739, 'tags': {'addr:flats': '61-120', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 4288680888, 'lat': 53.2253506, 'lon': 44.8735744, 'tags': {'addr:flats': '1-60', 'entrance': 'staircase', 'ref': '1'}}"
279827922,way,"{'addr:housenumber': '128', 'addr:street': 'Ладожская улица', 'building': 'apartments', 'building:levels': '10'}",4,"{'type': 'node', 'id': 4288680883, 'lat': 53.2247537, 'lon': 44.8745685, 'tags': {'addr:flats': '181-240', 'entrance': 'staircase', 'ref': '4'}}
{'type': 'node', 'id': 4288680885, 'lat': 53.2249869, 'lon': 44.8745672, 'tags': {'addr:flats': '121-180', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 4288680887, 'lat': 53.2252202, 'lon': 44.8745657, 'tags': {'addr:flats': '61-120', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 4288681789, 'lat': 53.2254535, 'lon': 44.8745644, 'tags': {'addr:flats': '1-60', 'entrance': 'staircase', 'ref': '1'}}"
279827923,way,"{'addr:housenumber': '126', 'addr:street': 'Ладожская улица', 'building': 'apartments', 'building:levels': '10'}",4,"{'type': 'node', 'id': 5445953839, 'lat': 53.2249062, 'lon': 44.8755197, 'tags': {'addr:flats': '161-220', 'entrance': 'staircase', 'ref': '4'}}
{'type': 'node', 'id': 5445953840, 'lat': 53.225139, 'lon': 44.8755192, 'tags': {'addr:flats': '101-160', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 5445953841, 'lat': 53.2253815, 'lon': 44.8755187, 'tags': {'addr:flats': '51-100', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 5445953842, 'lat': 53.2256095, 'lon': 44.8755182, 'tags': {'addr:flats': '1-50', 'entrance': 'staircase', 'ref': '1'}}"
418785225,way,"{'addr:city': 'Пенза', 'addr:housenumber': '12', 'addr:postcode': '440045', 'addr:street': 'улица 65-летия Победы', 'building': 'retail', 'building:levels': '2', 'min_height': '10', 'name': 'Квартал', 'opening_hours': '24/7', 'shop': 'mall', 'toilets': 'yes'}",5,"{'type': 'node', 'id': 8476438003, 'lat': 53.2312697, 'lon': 44.8788327, 'tags': {'entrance': 'main'}}
{'type': 'node', 'id': 8635409360, 'lat': 53.231253, 'lon': 44.879977, 'tags': {'amenity': 'pharmacy', 'check_date:opening_hours': '2023-08-28', 'contact:facebook': 'http://facebook.com/aptekivita', 'contact:instagram': 'https://www.instagram.com/vita_express/', 'contact:phone': '+7 800 7550003', 'contact:vk': 'https://vk.com/aptekivita', 'contact:website': 'https://vitaexpress.ru/', 'name': 'Вита Центральная', 'opening_hours': 'Mo-Su 08:00-22:00'}}
{'type': 'node', 'id': 9612451390, 'lat': 53.2312934, 'lon': 44.8797137, 'tags': {'disused:shop': 'yes'}}
{'type': 'node', 'id': 12298900019, 'lat': 53.2313943, 'lon': 44.8800146, 'tags': {'contact:email': '24@mvideo.ru', 'contact:phone': '+7 800 6007775', 'contact:website': 'https://www.mvideo.ru', 'name': 'М.Видео', 'opening_hours': 'Mo-Su 09:00-21:00', 'shop': 'electronics'}}
{'type': 'node', 'id': 12716700159, 'lat': 53.231184, 'lon': 44.8789856, 'tags': {'amenity': 'atm', 'brand': 'Тинькофф Банк', 'brand:en': 'Tinkoff Bank', 'brand:fa': 'بانک تینکوف', 'brand:he': 'בנק טינקוף', 'brand:ru': 'Тинькофф Банк', 'brand:wikidata': 'Q4457878'}}"
815613002,way,"{'addr:housenumber': '16', 'addr:street': 'улица 65-летия Победы', 'building': 'apartments', 'building:levels': '10'}",6,"{'type': 'node', 'id': 7617365592, 'lat': 53.2295721, 'lon': 44.8793587, 'tags': {'addr:flats': '163-207', 'entrance': 'yes', 'ref': '5'}}
{'type': 'node', 'id': 7617365593, 'lat': 53.2295622, 'lon': 44.8785668, 'tags': {'addr:flats': '46-90', 'entrance': 'yes', 'ref': '2'}}
{'type': 'node', 'id': 12720467573, 'lat': 53.2293761, 'lon': 44.8785733, 'tags': {'addr:flats': '1-45', 'entrance': 'yes', 'ref': '1'}}
{'type': 'node', 'id': 12720467574, 'lat': 53.2295652, 'lon': 44.8788091, 'tags': {'addr:flats': '91-126', 'entrance': 'yes', 'ref': '3'}}
{'type': 'node', 'id': 12720467575, 'lat': 53.2295693, 'lon': 44.8791344, 'tags': {'addr:flats': '127-162', 'entrance': 'yes', 'ref': '4'}}
{'type': 'node', 'id': 12720467576, 'lat': 53.2293754, 'lon': 44.8793656, 'tags': {'addr:flats': '208-252', 'entrance': 'yes', 'ref': '6'}}"
909308153,way,"{'addr:housenumber': '124', 'addr:street': 'Ладожская улица', 'building': 'apartments', 'building:levels': '16'}",10,"{'type': 'node', 'id': 4703616735, 'lat': 53.225138, 'lon': 44.8767763, 'tags': {'addr:flats': '237-299', 'entrance': 'staircase', 'ref': '4'}}
{'type': 'node', 'id': 4703616736, 'lat': 53.2252435, 'lon': 44.876994, 'tags': {'addr:flats': '162-236', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 4703616737, 'lat': 53.2254966, 'lon': 44.8768797, 'tags': {'addr:flats': '92-161', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 4703616738, 'lat': 53.225718, 'lon': 44.8767797, 'tags': {'addr:flats': '1-91', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 4880537042, 'lat': 53.2250579, 'lon': 44.8771025, 'tags': {'name': 'Люмьер', 'opening_hours': 'Mo-Su 10:00-20:00', 'shop': 'lighting'}}
{'type': 'node', 'id': 5030976629, 'lat': 53.2254099, 'lon': 44.8772192, 'tags': {'drink:beer': 'draught', 'name': 'Пивоbar', 'opening_hours': 'Mo-Su 00:00-02:00,11:00-24:00', 'shop': 'alcohol'}}
{'type': 'node', 'id': 5030976631, 'lat': 53.2255115, 'lon': 44.8771642, 'tags': {'brand': 'Пятёрочка', 'brand:wikidata': 'Q1768969', 'brand:wikipedia': 'ru:Пятёрочка', 'contact:phone': '+7 800 5555505', 'contact:website': 'https://5ka.ru', 'name': 'Пятёрочка', 'name:en': 'Pyaterochka', 'name:ru': 'Пятёрочка', 'opening_hours': '08:00-23:00', 'operator': 'ООО ""Агроторг""', 'ref': '15882', 'shop': 'supermarket'}}
{'type': 'node', 'id': 5030976632, 'lat': 53.2256906, 'lon': 44.8770878, 'tags': {'name': 'Магнит', 'opening_hours': 'Mo-Su 08:30-22:00', 'shop': 'convenience'}}
{'type': 'node', 'id': 5964506608, 'lat': 53.2250056, 'lon': 44.8767793, 'tags': {'amenity': 'fast_food', 'name': 'Пицца', 'opening_hours': '11:00-22:00'}}
{'type': 'node', 'id': 7710312269, 'lat': 53.2253054, 'lon': 44.8772681, 'tags': {'amenity': 'pharmacy', 'brand': 'Вита Экспресс', 'brand:wikidata': 'Q109810737', 'contact:facebook': 'https://www.facebook.com/aptekivita', 'contact:instagram': 'https://www.instagram.com/vita_express/', 'contact:phone': '+7 800 7550003', 'contact:vk': 'https://vk.com/aptekivita', 'contact:website': 'https://vitaexpress.ru/', 'healthcare': 'pharmacy', 'name': 'Вита Экспресс', 'name:en': 'Vita Express', 'name:ru': 'Вита Экспресс', 'opening_hours': 'Mo-Su 08:00-22:00', 'payment:cards': 'yes', 'payment:cash': 'yes', 'payment:credit_cards': 'yes', 'payment:debit_cards': 'yes', 'payment:maestro': 'yes', 'payment:visa': 'yes', 'website': 'https://vitaexpress.ru'}}"
909308175,way,"{'addr:housenumber': '144', 'addr:street': 'Ладожская улица', 'building': 'apartments', 'building:levels': '16'}",5,"{'type': 'node', 'id': 5445953835, 'lat': 53.2251519, 'lon': 44.8718508, 'tags': {'addr:flats': '270-349', 'entrance': 'staircase', 'ref': '4'}}
{'type': 'node', 'id': 5445953836, 'lat': 53.2249046, 'lon': 44.8722962, 'tags': {'addr:flats': '187-269', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 5445953837, 'lat': 53.2246312, 'lon': 44.8723026, 'tags': {'addr:flats': '97-186', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 5445953838, 'lat': 53.2243585, 'lon': 44.872309, 'tags': {'addr:flats': '1-96', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 8477206945, 'lat': 53.2251553, 'lon': 44.872174, 'tags': {'entrance': 'main'}}"
